TF	inferred_activity	p_val	p_val_adj	inferred_DA
PAX8	-2.03721261024475	0.0416457078182544	0.287881950775554	FALSE
LEF1	2.02900958061218	0.0424743861799998	0.287881950775554	FALSE
NFATC4	-2.04177260398865	0.0411910015238247	0.287881950775554	FALSE
RCOR2	2.02078580856323	0.0433191179603745	0.2903809006135	FALSE
NR4A2	1.99813461303711	0.0457195235266709	0.299880745712573	FALSE
NEUROG2	1.9987884759903	0.045648692680341	0.299880745712573	FALSE
HOXA1	1.99113881587982	0.0464831682507245	0.301646091839808	FALSE
SOX9	1.97068011760712	0.0487782588404053	0.303238358370637	FALSE
ARX	1.97578847408295	0.048196462262647	0.303238358370637	FALSE
HMGB2	1.9701064825058	0.0488439575384021	0.303238358370637	FALSE
ISL1	1.96688675880432	0.0492140942273657	0.303238358370637	FALSE
FOXC1	1.97483825683594	0.0483042400496513	0.303238358370637	FALSE
SRSF2	1.95407402515411	0.0507104372069105	0.309333666962154	FALSE
HLX	1.94376540184021	0.0519418373756011	0.313708126723927	FALSE
HTATIP2	1.93749380111694	0.0527031694734509	0.315185621360834	FALSE
TBX1	1.93311929702759	0.0532397104451584	0.315303139529579	FALSE
TFDP1	1.91303086280823	0.0557625235327268	0.327068647643878	FALSE
IKZF1	-1.9004830121994	0.0573883140231471	0.333398776705902	FALSE
SCX	-1.8931702375412	0.0583538598026966	0.33461507761705	FALSE
TFE3	-1.89061224460602	0.058694775909876	0.33461507761705	FALSE
HR	1.87733125686646	0.0604914886410147	0.337011065880144	FALSE
HDAC4	1.87528383731842	0.060772487289862	0.337011065880144	FALSE
MYOG	1.8811948299408	0.0599641650991156	0.337011065880144	FALSE
MEF2A	1.85578155517578	0.0635036852256945	0.348984216105168	FALSE
NR2F1	1.83462834358215	0.0665799484371363	0.356902556709146	FALSE
NFIL3	-1.83830118179321	0.0660371776327962	0.356902556709146	FALSE
NR2E3	1.81067633628845	0.07021033902475	0.356902556709146	FALSE
PPARD	-1.81214165687561	0.0699836705214525	0.356902556709146	FALSE
FOXI1	-1.81576645374298	0.0694255353573731	0.356902556709146	FALSE
FOXO3	1.81880235671997	0.0689608940650946	0.356902556709146	FALSE
RELA	1.81692790985107	0.0692474731391157	0.356902556709146	FALSE
TBP	1.82279229164124	0.0683541280900813	0.356902556709146	FALSE
RBPJ	-1.83160018920898	0.067030206919191	0.356902556709146	FALSE
STAT5B	1.80451881885529	0.0711694313906392	0.358788042547851	FALSE
ZBTB4	1.79739785194397	0.072291956145845	0.361459780729225	FALSE
ZBED1	1.7717821598053	0.0764503858045921	0.367371547424049	FALSE
FOXN1	1.78158605098724	0.0748363524614036	0.367371547424049	FALSE
MEF2D	1.77157044410706	0.0764855516768101	0.367371547424049	FALSE
NR2C2	-1.77718830108643	0.0755568865953271	0.367371547424049	FALSE
FOXA2	1.7724632024765	0.0763373543752534	0.367371547424049	FALSE
MSX2	-1.75799024105072	0.0787689230353668	0.37538314884042	FALSE
FOXO1	1.73980510234833	0.0819131130222238	0.387341077081834	FALSE
PAX2	-1.73598623275757	0.0825861582510811	0.387519665639688	FALSE
HDAC9	-1.71626031398773	0.0861344076838899	0.401083883108189	FALSE
EGR2	1.69345569610596	0.0903888725307736	0.416503103022944	FALSE
SMAD3	1.69123876094818	0.0908113322984452	0.416503103022944	FALSE
TFAP2B	-1.68453085422516	0.0920992727385299	0.419257883361965	FALSE
DOT1L	1.67220032215118	0.0945050284993414	0.427022721367394	FALSE
EGR3	1.66743743419647	0.095447675243631	0.42783705706742	FALSE
GBX2	-1.66422355175018	0.0960879947839943	0.42783705706742	FALSE
TTF1	1.65104746818542	0.0987491595296092	0.433359620957278	FALSE
TADA2A	-1.65325629711151	0.0982989829818187	0.433359620957278	FALSE
TLX2	-1.64627277851105	0.0997279032178059	0.434528721163297	FALSE
ATOH7	1.63587379455566	0.101886325650127	0.440784813096295	FALSE
EBF3	1.6248162984848	0.104222057504935	0.447714472380355	FALSE
MAFA	1.62071704864502	0.105098695384911	0.448323106187382	FALSE
CREB5	-1.61706066131592	0.105885555096062	0.448542976448596	FALSE
FGF2	-1.60999858379364	0.107418547351088	0.451898716442509	FALSE
TBX21	1.60350692272186	0.10884317538914	0.454755732790242	FALSE
IRF6	1.59150207042694	0.111517040889376	0.459631046908916	FALSE
HOXB13	-1.59465897083282	0.110808924590205	0.459631046908916	FALSE
GATA3	-1.57677531242371	0.114867660189817	0.463778458230466	FALSE
SREBF2	-1.5753858089447	0.115187845145448	0.463778458230466	FALSE
OTX2	1.57375526428223	0.115564468280378	0.463778458230466	FALSE
ATF4	1.5814973115921	0.113784795221386	0.463778458230466	FALSE
ZNF236	1.56999468803406	0.116436777662258	0.464225061267825	FALSE
MESP2	1.54057633876801	0.123440362305302	0.477982476803679	FALSE
ARID5B	1.52951991558075	0.126156030762938	0.477982476803679	FALSE
ZBTB33	1.53916347026825	0.123784824545244	0.477982476803679	FALSE
NCOR1	1.54127514362335	0.123270268116008	0.477982476803679	FALSE
OLIG2	1.53522300720215	0.124749487939536	0.477982476803679	FALSE
CDX2	-1.55005168914795	0.121149544947112	0.477982476803679	FALSE
REST	1.5320702791214	0.125525519996832	0.477982476803679	FALSE
ING4	1.53058934211731	0.125891343309878	0.477982476803679	FALSE
ZNF263	-1.52070641517639	0.128353944548912	0.483308062807633	FALSE
NEUROD1	1.51405656337738	0.130031902282212	0.486622456393554	FALSE
HEY2	1.50726997852325	0.131761867742896	0.490089873921748	FALSE
KLF7	1.49467027187347	0.135020892057627	0.499168146394863	FALSE
SOX10	1.47472560405731	0.140306658231259	0.515584707958241	FALSE
REL	1.46467530727386	0.14302982488446	0.522444270536052	FALSE
AHR	1.46017646789551	0.144261866889687	0.523807969063743	FALSE
NR4A1	1.44089937210083	0.149633331698236	0.538091961622104	FALSE
LITAF	-1.4397439956665	0.149960054878291	0.538091961622104	FALSE
FEV	-1.43067038059235	0.152544883090788	0.54416595722445	FALSE
SATB2	-1.42526865005493	0.154099712688787	0.546516422907909	FALSE
TCF7L2	1.40271210670471	0.160722752618939	0.548190827893623	FALSE
NEUROG1	1.40016460418701	0.161484066433406	0.548190827893623	FALSE
SSRP1	1.41661524772644	0.156615563067442	0.548190827893623	FALSE
SMAD6	-1.4090176820755	0.158850018348004	0.548190827893623	FALSE
POU4F1	-1.41541647911072	0.156966530144062	0.548190827893623	FALSE
ESR1	1.4016147851944	0.161050350802729	0.548190827893623	FALSE
HOXC6	-1.40225684642792	0.160858606431584	0.548190827893623	FALSE
ELF1	1.39923942089081	0.161761227903036	0.548190827893623	FALSE
POU5F1	1.39420568943024	0.163275502575364	0.550265505916974	FALSE
POU3F1	1.38953030109406	0.164691530000401	0.55134552267399	FALSE
SATB1	1.38719046115875	0.165403656802197	0.55134552267399	FALSE
CDX1	1.38079488277435	0.167361964075906	0.551853515510631	FALSE
HOXA13	-1.38078367710114	0.167365410441749	0.551853515510631	FALSE
NFKB	1.37231040000916	0.169986705334076	0.557483280934336	FALSE
PBRM1	-1.36437964439392	0.172467937302358	0.559603413587439	FALSE
KDM5C	1.3644540309906	0.172444539374517	0.559603413587439	FALSE
ZNF804A	1.34815430641174	0.177628476056196	0.57329825605439	FALSE
NRL	1.33830094337463	0.180818003124791	0.580520957400644	FALSE
ONECUT1	-1.33295834064484	0.182565084969608	0.583061266133303	FALSE
GRHL3	1.32671666145325	0.184621990118919	0.584288055635487	FALSE
FOXD3	-1.32598292827606	0.184864909405982	0.584288055635487	FALSE
LYL1	1.31634438037872	0.188077963707665	0.591379164235441	FALSE
ZFHX3	1.30590856075287	0.191603052912385	0.599373652700282	FALSE
ESR2	-1.30020868778229	0.193548804200098	0.602371278377855	FALSE
LHX2	1.28882825374603	0.197477053721325	0.60838890287883	FALSE
MYF6	-1.29054021835327	0.196882424703307	0.60838890287883	FALSE
KDM5B	1.28306376934052	0.199488937134428	0.611498752020106	FALSE
VDR	1.27313089370728	0.202990708960325	0.619121662328992	FALSE
VSX2	-1.26911008358002	0.204420878009858	0.620381769084645	FALSE
CEBPD	1.25577199459076	0.209217594124463	0.631795705029319	FALSE
BCL11B	1.24708330631256	0.21238581348329	0.638203675984271	FALSE
ZNF202	-1.23174846172333	0.218061764058027	0.64533942799438	FALSE
NFE2	1.21995663642883	0.222499891929334	0.64533942799438	FALSE
OVOL1	-1.21884047985077	0.222923310080317	0.64533942799438	FALSE
BARX1	-1.22684109210968	0.219900974450648	0.64533942799438	FALSE
SP7	-1.21514451503754	0.2243295038979	0.64533942799438	FALSE
LRRFIP1	1.21247088909149	0.22535067604625	0.64533942799438	FALSE
CEBPA	-1.20973837375641	0.226397766542291	0.64533942799438	FALSE
HIF1A	1.22376215457916	0.221060583778352	0.64533942799438	FALSE
NPAS2	-1.21817409992218	0.223176378560871	0.64533942799438	FALSE
CUX1	1.21677923202515	0.223706767417831	0.64533942799438	FALSE
NFKB2	-1.2324423789978	0.217802588958526	0.64533942799438	FALSE
FOXO4	1.20201349258423	0.229376680756488	0.650789652378874	FALSE
HOXA9	1.19551825523376	0.231902914601785	0.654911008829115	FALSE
NFAT5	1.18338298797607	0.236675561974903	0.65923330047804	FALSE
THRA	-1.185879945755	0.235687908781997	0.65923330047804	FALSE
TBX5	-1.18773305416107	0.234956813346327	0.65923330047804	FALSE
NR0B2	1.17271673679352	0.24092745605541	0.668026128153638	FALSE
NCOA3	1.16266822814941	0.244982053409227	0.673148885493821	FALSE
FOXA1	1.16344058513641	0.244668716981464	0.673148885493821	FALSE
BARX2	1.15491962432861	0.248141162670726	0.676376191525196	FALSE
NR2F2	1.15435075759888	0.248374208035482	0.676376191525196	FALSE
HHEX	-1.12980580329895	0.258575561503702	0.701027077854482	FALSE
JARID2	1.12475073337555	0.260712109348915	0.703691976561231	FALSE
EBF1	-1.11901080608368	0.263152885559759	0.704049386804619	FALSE
TEAD4	-1.11903488636017	0.263142613121365	0.704049386804619	FALSE
KLF6	1.11081790924072	0.266663982551038	0.707121738754371	FALSE
DNMT1	1.1082319021225	0.267778887954524	0.707121738754371	FALSE
HEY1	1.11041855812073	0.266835945981627	0.707121738754371	FALSE
MEF2C	1.10054993629456	0.27110969126859	0.711495692759842	FALSE
ID2	-1.09636890888214	0.272934413288202	0.711495692759842	FALSE
HSF1	1.09724760055542	0.272550231086132	0.711495692759842	FALSE
ASCL2	1.08968830108643	0.275867427219852	0.713933177314426	FALSE
E2F3	1.08891069889069	0.27621021286263	0.713933177314426	FALSE
PPARGC1A	1.0750892162323	0.282351536732833	0.71551512260811	FALSE
FOXQ1	-1.08254837989807	0.279025785865852	0.71551512260811	FALSE
EHF	1.07692348957062	0.281531224015693	0.71551512260811	FALSE
ZGLP1	-1.07433986663818	0.282687122210745	0.71551512260811	FALSE
RFX1	-1.07648539543152	0.281726998686634	0.71551512260811	FALSE
CEBPZ	1.07046008110046	0.28442895144387	0.716949009837855	FALSE
GLI2	-1.06341743469238	0.287609271406544	0.719023178516361	FALSE
PML	1.06351983547211	0.287562858007244	0.719023178516361	FALSE
ESRRG	1.05563831329346	0.291149957980446	0.721957212878342	FALSE
KLF9	1.05735194683075	0.290367486962913	0.721957212878342	FALSE
ELF3	-1.04938840866089	0.294015767144365	0.722160535325154	FALSE
EGR1	1.04772090911865	0.294783562780268	0.722160535325154	FALSE
KLF3	1.04988896846771	0.293785547707792	0.722160535325154	FALSE
TFAP4	1.04388308525085	0.296555779515896	0.723596102018786	FALSE
ZNF436	1.02916944026947	0.303416133684785	0.731556685959362	FALSE
BATF	1.03411674499512	0.301097737409448	0.731556685959362	FALSE
ATF5	-1.03086423873901	0.302620588060888	0.731556685959362	FALSE
FOXP3	-1.01962161064148	0.307923880162182	0.736602223133064	FALSE
GTF3A	1.02128434181213	0.307135696554528	0.736602223133064	FALSE
RUNX1	-1.01547884941101	0.309893488481326	0.738418078021911	FALSE
MYCN	1.00490415096283	0.31495870679291	0.7446698106344	FALSE
PREB	-1.00593459606171	0.314462750190744	0.7446698106344	FALSE
TFAP2C	-1.00038766860962	0.317138566250558	0.746928669547647	FALSE
YAP1	-0.963476359844208	0.335323566426878	0.74914446215533	FALSE
KLF10	0.992948949337006	0.320750347892922	0.74914446215533	FALSE
GATA4	0.949244260787964	0.342511208319215	0.74914446215533	FALSE
HOXB4	0.953725934028625	0.340237275279954	0.74914446215533	FALSE
NFKB1	0.969386994838715	0.332367278178996	0.74914446215533	FALSE
KDM2A	0.979409337043762	0.327393065417855	0.74914446215533	FALSE
DLX5	0.963850319385529	0.335136024854635	0.74914446215533	FALSE
ARID4A	0.964622616767883	0.334748929854471	0.74914446215533	FALSE
SMAD2	0.954407155513763	0.339892482881848	0.74914446215533	FALSE
NFKBIB	-0.989538013935089	0.32241544110008	0.74914446215533	FALSE
MXD1	-0.987213611602783	0.323553354159299	0.74914446215533	FALSE
ATF2	0.948988080024719	0.342641483510389	0.74914446215533	FALSE
IRF2	-0.960182368755341	0.336978429848417	0.74914446215533	FALSE
HNF4A	0.952899694442749	0.340655767633324	0.74914446215533	FALSE
MBD2	0.966137766838074	0.333990335838767	0.74914446215533	FALSE
SIRT1	0.967728972434998	0.333194857517092	0.74914446215533	FALSE
SIX4	-0.967005908489227	0.333556181207704	0.74914446215533	FALSE
MITF	-0.971644759178162	0.331242482992956	0.74914446215533	FALSE
TP73	0.952172219753265	0.341024508201556	0.74914446215533	FALSE
BCL11A	0.987539052963257	0.323393876690147	0.74914446215533	FALSE
RXRB	-0.945850610733032	0.344239544953615	0.749950437220376	FALSE
POU2F2	-0.922293603420258	0.356389818129855	0.758505913228491	FALSE
DLX1	-0.931760132312775	0.351475028008862	0.758505913228491	FALSE
SPI1	0.928679704666138	0.353069576287761	0.758505913228491	FALSE
HOXA7	0.921526312828064	0.356790065720864	0.758505913228491	FALSE
NKX3-1	0.924511969089508	0.355234228093423	0.758505913228491	FALSE
FOXF2	0.928489446640015	0.353168210994255	0.758505913228491	FALSE
NFIX	0.921371579170227	0.356870814912421	0.758505913228491	FALSE
RREB1	0.909071624279022	0.363326467183101	0.764381308299666	FALSE
LMO2	0.908942937850952	0.363394392470333	0.764381308299666	FALSE
KAT6A	-0.9102743268013	0.362692022072889	0.764381308299666	FALSE
NR1H3	-0.882568418979645	0.377483197296446	0.770678550578614	FALSE
DDIT3	0.892265975475311	0.372264250792846	0.770678550578614	FALSE
MEOX2	0.88297563791275	0.377263140676149	0.770678550578614	FALSE
ETS2	0.883593142032623	0.376929599201133	0.770678550578614	FALSE
MAZ	0.891233623027802	0.372817696458753	0.770678550578614	FALSE
MZF1	-0.886632919311523	0.375290332931785	0.770678550578614	FALSE
POU2F1	0.88874477148056	0.374154067814198	0.770678550578614	FALSE
RARG	0.882058560848236	0.377758830529517	0.770678550578614	FALSE
NEUROD6	0.884949147701263	0.376197798631137	0.770678550578614	FALSE
GFI1	-0.871950447559357	0.383248928966345	0.779272822231569	FALSE
TGIF1	-0.86459869146347	0.387272483118346	0.784837922598642	FALSE
MBD1	0.852710366249084	0.393833128453004	0.786947899610856	FALSE
GCM1	0.851994454860687	0.394230345022202	0.786947899610856	FALSE
DMTF1	0.848956942558289	0.395918374555051	0.786947899610856	FALSE
RB1	0.857147693634033	0.391376529778659	0.786947899610856	FALSE
ZBTB18	0.858508706092834	0.390624912683111	0.786947899610856	FALSE
PEG3	0.848713040351868	0.396054106853333	0.786947899610856	FALSE
E2F7	-0.840871632099152	0.400432835185985	0.79306503072549	FALSE
GTF2I	-0.826535999774933	0.408512839720399	0.806449295240917	FALSE
ZNF362	-0.822490751743317	0.410810312001565	0.808368678454692	FALSE
HIVEP1	-0.814939141273499	0.415119679313874	0.814221879040075	FALSE
NR3C1	-0.790788769721985	0.42907937452672	0.820888213543304	FALSE
USF2	-0.793473362922668	0.427514239836801	0.820888213543304	FALSE
HOXC8	-0.803901314735413	0.421466310353431	0.820888213543304	FALSE
NR1I2	-0.788723170757294	0.430285896203882	0.820888213543304	FALSE
NSD2	-0.803344964981079	0.421787705212134	0.820888213543304	FALSE
LHX8	-0.788134872913361	0.43062988251452	0.820888213543304	FALSE
CTCFL	0.794653296470642	0.426827384527679	0.820888213543304	FALSE
KLF15	0.800425887107849	0.423476366271291	0.820888213543304	FALSE
DLX4	0.797296583652496	0.425291028101786	0.820888213543304	FALSE
SIM2	0.783952832221985	0.433079777844928	0.822986493724007	FALSE
CTCF	-0.780008971691132	0.435397515482158	0.824821380261232	FALSE
EN1	-0.774838745594025	0.438446781581571	0.825470792483822	FALSE
STAT2	0.776770412921906	0.437306099939743	0.825470792483822	FALSE
ATF6	-0.7720046043396	0.440123481071195	0.826077918318244	FALSE
KLF1	-0.767984688282013	0.442507991674307	0.828005751292415	FALSE
AR	0.760683953762054	0.446857443035104	0.833587279056311	FALSE
TFAP2D	-0.751839160919189	0.452159214791861	0.839529079435193	FALSE
NRG1	-0.750782132148743	0.452795192023244	0.839529079435193	FALSE
IRF9	0.747458457946777	0.454798218984733	0.839770893617116	FALSE
NR0B1	0.745822906494141	0.455785721085986	0.839770893617116	FALSE
PATZ1	0.742719233036041	0.457662948816698	0.839770893617116	FALSE
THRB	-0.741449296474457	0.45843230749918	0.839770893617116	FALSE
MSX1	0.738735020160675	0.460079111909344	0.840264246301496	FALSE
BCLAF1	0.729580223560333	0.465657849069511	0.847914292335528	FALSE
KLF2	-0.723438739776611	0.469421304661517	0.852223201915254	FALSE
NOTCH1	0.714753746986389	0.474771994387438	0.854309488425773	FALSE
BHLHA15	-0.715733289718628	0.47416684254259	0.854309488425773	FALSE
POU1F1	0.716241180896759	0.473853239328535	0.854309488425773	FALSE
RUNX3	-0.705531299114227	0.480490273280449	0.86205607853257	FALSE
MTA3	0.700722754001617	0.483486580966988	0.862359106403107	FALSE
MTA1	0.700988471508026	0.483320742374396	0.862359106403107	FALSE
ZBTB7A	-0.696511566638947	0.486118970197325	0.864526448455884	FALSE
PIN1	0.686666548252106	0.492303163164434	0.870021371114587	FALSE
NFIC	0.684498906135559	0.493670423452038	0.870021371114587	FALSE
FOXH1	0.68706214427948	0.492053856654331	0.870021371114587	FALSE
PAWR	-0.682530462741852	0.494913796355347	0.870021371114587	FALSE
ZMYND8	-0.678618609905243	0.497389688895937	0.871861236283109	FALSE
KDM5A	0.636906147003174	0.52419539316591	0.875674774805088	FALSE
EGR4	-0.643122971057892	0.520153832613309	0.875674774805088	FALSE
FOSL2	-0.652555525302887	0.514052551769703	0.875674774805088	FALSE
HSF4	-0.633911967277527	0.526147637897219	0.875674774805088	FALSE
NFYA	-0.66937530040741	0.503266082670375	0.875674774805088	FALSE
ETV1	-0.628901958465576	0.529422519990519	0.875674774805088	FALSE
MYT1	0.622403681278229	0.533685624429474	0.875674774805088	FALSE
MNT	-0.650944590568542	0.515091913871721	0.875674774805088	FALSE
CREBZF	0.638322353363037	0.523273302985696	0.875674774805088	FALSE
EWSR1	-0.634647190570831	0.525667918628877	0.875674774805088	FALSE
ID1	-0.625120222568512	0.53190136722269	0.875674774805088	FALSE
GATA6	-0.621898055076599	0.534018059389332	0.875674774805088	FALSE
HNF1B	0.644077956676483	0.519534422633037	0.875674774805088	FALSE
DNMT3B	-0.660543084144592	0.508915204940074	0.875674774805088	FALSE
ZNF91	-0.625340759754181	0.531756648489475	0.875674774805088	FALSE
XBP1	-0.637039124965668	0.524108775965887	0.875674774805088	FALSE
TWIST1	0.663745224475861	0.506863270021837	0.875674774805088	FALSE
TBX15	-0.639190554618835	0.522708430145184	0.875674774805088	FALSE
TWIST2	0.66332620382309	0.507131531401137	0.875674774805088	FALSE
POU4F2	-0.66026771068573	0.509091867603077	0.875674774805088	FALSE
ZEB1	-0.627672135829926	0.530227997409409	0.875674774805088	FALSE
TAL1	-0.630064189434052	0.528661884370112	0.875674774805088	FALSE
ZFP42	0.653891801834106	0.513191225510362	0.875674774805088	FALSE
MLXIPL	-0.629814445972443	0.528825284944481	0.875674774805088	FALSE
STAT5A	0.617347657680511	0.537014515466522	0.876905885631077	FALSE
BMAL1	0.615468204021454	0.538254605809911	0.876905885631077	FALSE
HAND1	-0.614216208457947	0.539081487068285	0.876905885631077	FALSE
CTBP2	0.611898839473724	0.540613672693913	0.877059415806614	FALSE
PAX7	0.605815470218658	0.544646174430837	0.880722183961771	FALSE
NONO	0.604140639305115	0.545758992684508	0.880722183961771	FALSE
YY1	-0.593169569969177	0.553076337770194	0.885502798004772	FALSE
ETV6	0.595921576023102	0.551236328141343	0.885502798004772	FALSE
BHLHE41	0.593800485134125	0.552654237753353	0.885502798004772	FALSE
CEBPG	-0.579397857189178	0.562329177671043	0.892903590938731	FALSE
ZFPM2	-0.580491304397583	0.561591795623021	0.892903590938731	FALSE
CREBBP	0.57541698217392	0.565017682135	0.892903590938731	FALSE
ATF1	0.575887262821198	0.564699753949187	0.892903590938731	FALSE
ENO1	-0.582820296287537	0.560022766473052	0.892903590938731	FALSE
SRF	0.537402093410492	0.590997619249388	0.893525922513844	FALSE
NFE2L1	0.503833770751953	0.614385361337017	0.893525922513844	FALSE
ARNT	0.514889895915985	0.606637310621993	0.893525922513844	FALSE
FOXM1	-0.490519046783447	0.62377360512738	0.893525922513844	FALSE
STOX1	0.549222707748413	0.582860541805327	0.893525922513844	FALSE
NFATC1	0.542598843574524	0.587413843679272	0.893525922513844	FALSE
FOSL1	0.487558603286743	0.625869425428161	0.893525922513844	FALSE
NCOA2	0.484464168548584	0.628063339491245	0.893525922513844	FALSE
