"","uniprot_gn_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","external_gene_name","lead_protein_name"
"5293","Q9HCE9",0.0274781974387572,12.8778869062803,0.154078029956148,0.879152535591855,0.929102679654658,-6.36908543302476,"ANO8","ANO8"
"5294","Q9HCF6",-0.120685971374641,12.5974670001042,-0.463085894337001,0.648778920588988,0.770463642511413,-6.26959003513721,NA,"TRPM3"
"5295","Q9HCG7",0.116708700043901,14.8484621208287,0.833208280224409,0.41444985913305,0.573892852196775,-6.04315080446737,"GBA2","GBA2"
"5296","Q9HCG8",0.0773569098404803,12.0494264567246,0.179707573776185,0.860579686235192,0.916511447135622,-6.20294812116447,"CWC22","CWC22"
"5297","Q9HCH3",0.040463603358349,15.1274962791825,0.190960430545731,0.850458687042834,0.912162962345162,-6.37269398606661,"CPNE5","CPNE5"
"5298","Q9HCH5",-0.686240266072485,12.6131485585951,-2.69164477000443,0.0158892129333081,0.0597920928972724,-3.31400304414459,"SYTL2","SYTL2"
"5299","Q9HCJ1",0.738906726409548,12.731034867656,1.09312279790599,0.293823874709784,0.45784781885595,-5.60708028442581,"ANKH","ANKH"
"5300","Q9HCJ2",0.237046374569074,12.7373502861742,1.33278072324922,0.197410658513697,0.345999326212178,-5.52353594383116,"LRRC4C","LRRC4C"
"5301","Q9HCJ6",0.932650887202042,15.1386286815292,4.27041523046704,0.000365138563641302,0.00598230186074316,0.170929162805563,"VAT1L","VAT1L"
"5302","Q9HCK4",-0.153221724988819,12.8400254876446,-0.733513880744622,0.471654840128317,0.623437917147843,-6.12043030153543,"ROBO2","ROBO2"
"5303","Q9HCM2",-0.31562307413361,15.2408317058852,-2.21111049521269,0.038690125544494,0.110868499133198,-4.16388871883909,"PLXNA4","PLXNA4"
"5304","Q9HCM3",-0.112644716477019,13.6244800024611,-0.587339301285021,0.563469911493266,0.701111416590858,-6.21678727555261,"KIAA1549","KIAA1549"
"5305","Q9HCM4",-0.753910114897458,12.9958993603065,-2.68465275441402,0.0155322879280167,0.0589142629676275,-3.30279311731256,"EPB41L5","EPB41L5"
"5306","Q9HCN4",-0.171935529507508,15.0666701730083,-0.70322849488558,0.48992251094125,0.639397394178277,-6.14206517553829,"GPN1","GPN1"
"5307","Q9HCP6",0.586472071820879,12.6486759760101,0.677773897014542,0.514519033521502,0.660914743598544,-5.74336334673744,"HHATL","HHATL"
"5308","Q9HCQ5",-0.0553012996023732,12.2753518778501,-0.300286873961497,0.768619833139746,0.859212385110169,-6.14721417083818,NA,"GALNT9"
"5309","Q9HCU4",0.233871983287184,12.991512978639,1.62606041033389,0.12020080573677,0.245879719528915,-5.11707791490927,"CELSR2","CELSR2"
"5310","Q9HCU5",-0.182909645372716,14.0098392165478,-1.05012432532856,0.306035874525287,0.469436901141561,-5.84379609467477,"PREB","PREB"
"5311","Q9HD20",-0.591951516785524,13.6744450673372,-2.93991187704462,0.00802791761497389,0.0387467311405324,-2.73890780603985,"ATP13A1","ATP13A1"
"5312","Q9HD23",-0.421125525770085,12.5752968942212,-1.88395872715291,0.0787875645872232,0.183297055022792,-4.70481487277608,"MRS2","MRS2"
"5313","Q9HD26",0.333495901398328,13.4587563921591,1.07174025388955,0.296447560230225,0.460204976977441,-5.82165955542561,"GOPC","GOPC"
"5314","Q9HD34",-0.116894624083251,17.4103662780991,-0.740781724812977,0.467331757504025,0.619707323052864,-6.11510983698038,"LYRM4","LYRM4"
"5315","Q9HD45",0.353035704428855,14.1681324331174,1.40391228470321,0.175500008051839,0.318696492882613,-5.43285242363376,"TM9SF3","TM9SF3"
"5316","Q9HDC5",-0.347642995122573,15.1660360806107,-1.3457340911414,0.193267316579697,0.341303396347249,-5.50731282349958,"JPH1","JPH1"
"5317","Q9HDC9",0.376898402656217,15.3959485275112,1.98403083192503,0.0609766191401132,0.152786884690073,-4.5606500999026,"APMAP","APMAP"
"5318","Q9NNW7",-0.71437749107441,14.730550474932,-3.15592473022612,0.00491890247107079,0.0284213450613922,-2.2842120043208,NA,"TXNRD2"
"5319","Q9NP58",0.557614875465887,12.9884560305118,2.69199273420749,0.0152953363045738,0.0582564808259005,-3.29392884516178,"ABCB6","ABCB6"
"5320","Q9NP61",-0.00140377245717715,12.7781097493091,-0.00720834632096515,0.994322822240719,0.99709145859276,-6.38118719146147,"ARFGAP3","ARFGAP3"
"5321","Q9NP66",0.448213564723297,13.2059960154016,2.19670973998513,0.0404833741961199,0.114499552406743,-4.18749486622749,"HMG20A","HMG20A"
"5322","Q9NP72",0.306736122328083,17.2483719382554,2.37734005462641,0.0273993793161046,0.0875254025187994,-3.8572666840362,"RAB18","RAB18"
"5323","Q9NP78",-1.17006371762764,13.6280845194457,-3.96667222169572,0.00088433324108331,0.00981641594134412,-0.603720561483221,"ABCB9","ABCB9"
"5324","Q9NP79",-0.804961783516035,14.0351971931095,-2.33127199011571,0.0301773468087367,0.0939288875041786,-3.94350702719286,"VTA1","VTA1"
"5325","Q9NP80",0.081124199456923,14.1376040685124,0.399321736162827,0.693837480773245,0.804648821552046,-6.31024756542217,"PNPLA8","PNPLA8"
"5326","Q9NP81",-0.793958500689619,15.4631622784841,-2.93640829299624,0.00809139479486057,0.0389418021440298,-2.74618699930495,"SARS2","SARS2"
"5327","Q9NP90",-0.05807387625293,15.2786353229672,-0.32324206539807,0.749827058985139,0.845363815681461,-6.33811063729286,"RAB9B","RAB9B"
"5328","Q9NP92",-0.00181667903656724,12.4520857393225,-0.00761406834470441,0.994007550861988,0.99709145859276,-6.38403356009358,"MRPS30","MRPS30"
"5329","Q9NPA0",0.29098927747995,14.4979633075789,2.05603248537131,0.0529028944216502,0.138671404167457,-4.43780831274062,"EMC7","EMC7"
"5330","Q9NPB1",0.0844559497317992,13.2077312660623,0.353168463329316,0.727801225848735,0.82959160708632,-6.31766379924188,"NT5M","NT5M"
"5331","Q9NPB8",-0.927318343530514,13.3095114297739,-4.20112760729836,0.00047248984333386,0.00695154890643688,-0.0509228708370557,"GPCPD1","GPCPD1"
"5332","Q9NPD3",0.35037581580575,13.1377798883873,2.04862466344928,0.0536868852274775,0.139371786260799,-4.45057805471279,"EXOSC4","EXOSC4"
"5333","Q9NPD7",-0.825454526829541,13.2820797629424,-2.37454013967709,0.0287333946023458,0.0907108288312589,-3.87113887778713,"NRN1","NRN1"
"5334","Q9NPE3",0.372621191539219,12.1781432333296,1.70491493749355,0.106158312674158,0.225495400790032,-5.00801110056336,"NOP10","NOP10"
"5335","Q9NPF4",0.364802002431219,14.0994908814082,2.34137102952731,0.0295469662011282,0.0926183748227672,-3.92468185096272,"OSGEP","OSGEP"
"5336","Q9NPG1",0.351732812200645,13.2892744616497,1.02841973814307,0.319794518879806,0.4823002799955,-5.71665351162682,"FZD3","FZD3"
"5337","Q9NPH0",0.659080587220441,12.508868868971,2.73745010523692,0.0144582358274083,0.0563000315821818,-3.10654424697466,"ACP6","ACP6"
"5338","Q9NPH2",1.10338295820332,15.9396321316219,3.93549844523238,0.000802501341427933,0.00941419187273602,-0.5773487664457,"ISYNA1","ISYNA1"
"5339","Q9NPI9",0.486357082823867,13.8973540979514,1.4227602550444,0.170033006407575,0.31177751382135,-5.4081763006825,"KCNJ16","KCNJ16"
"5340","Q9NPJ3",0.0629053106739654,15.3865843086955,0.40797007830317,0.687578090565169,0.799772685924262,-6.30671435670591,"ACOT13","ACOT13"
"5341","Q9NPL8",0.247960903039061,12.6557107626594,1.49747498772095,0.150492585707214,0.286241801884108,-5.29862588781053,"TIMMDC1","TIMMDC1"
"5342","Q9NPQ8",-0.318212010289427,11.8731871655232,-1.04741981207812,0.324639269852668,0.487293797474951,-5.60167370286547,"RIC8A","RIC8A"
"5343","Q9NQ11",0.0872662146966157,14.0607995123601,0.473319724321617,0.641048963372989,0.764470019085925,-6.2776163973427,"ATP13A2","ATP13A2"
"5344","Q9NQ29",-0.783098402667076,12.88313049857,-1.68135049684348,0.116110733149599,0.240130177338436,-5.03779615246766,"LUC7L","LUC7L"
"5345","Q9NQ35",-0.00249869612492226,13.1040434418628,-0.00873359861637425,0.993121587359796,0.996661554132628,-6.381174761322,"NRIP3","NRIP3"
"5346","Q9NQ48",-0.539984788265286,14.7027203314702,-2.96540131677564,0.00758031350186667,0.0372343075579398,-2.68585177690652,"LZTFL1","LZTFL1"
"5347","Q9NQ50",0.335601723279019,14.4827428490562,1.37442444745948,0.184334989231099,0.329420347171791,-5.47091750373338,"MRPL40","MRPL40"
"5348","Q9NQ66",-0.216648778211677,15.8507235614465,-1.15552030299654,0.261333723745666,0.422090788569777,-5.73210077642961,"PLCB1","PLCB1"
"5349","Q9NQ79",0.580144556752623,14.1328681340482,2.99770878795151,0.00704742719256051,0.0353169611899028,-2.61836130881587,"CRTAC1","CRTAC1"
"5350","Q9NQ84",0.93479752950644,12.3520329089962,4.30122595920914,0.000375544580562098,0.00601214395422145,0.167672282612459,"GPRC5C","GPRC5C"
"5351","Q9NQ86",0.574278395699025,12.6386700872495,1.73870432634032,0.0999070311645058,0.216825613717132,-4.94661633457223,"TRIM36","TRIM36"
"5352","Q9NQ88",-0.225641891415583,14.4597329915788,-0.826467360367098,0.418173667108526,0.576361302641346,-6.04866639797828,"TIGAR","TIGAR"
"5353","Q9NQ89",-0.847921765122475,12.933748018522,-2.29847240311958,0.0342977247578875,0.102134666899209,-3.97410283766848,"FERRY3","C12orf4"
"5354","Q9NQA3",0.61183849275173,12.3083873689122,1.68133125782781,0.114484359043249,0.237559978551765,-4.61801077730729,NA,"WASH6P"
"5355","Q9NQC3",-0.509730836798985,15.5086621476583,-2.42603355329868,0.0247221845570638,0.0815909877072969,-3.76511067904492,"RTN4","RTN4"
"5356","Q9NQC7",-0.824687610576502,12.9251068501811,-2.92981360237255,0.0108128523094127,0.0467048864745483,-2.92210913257142,"CYLD","CYLD"
"5357","Q9NQE9",0.707031729877867,13.5146690724603,3.27169549377735,0.0037717845888048,0.0239369198187059,-2.03628972631676,"HINT3","HINT3"
"5358","Q9NQG5",-0.412310809266968,12.9941085953983,-3.03893423799212,0.00641972528883986,0.0335559311722144,-2.53186024464361,"RPRD1B","RPRD1B"
"5359","Q9NQH7",0.601883428585584,14.1312621182817,4.11627114091934,0.000524647424489179,0.00735362956059377,-0.173814739499631,"XPNPEP3","XPNPEP3"
"5360","Q9NQP4",0.158193302741591,14.570080457075,0.647194648465659,0.524777400270582,0.669647964004118,-6.17980036585467,"PFDN4","PFDN4"
"5361","Q9NQR4",0.254705198458273,16.0893349822127,1.74890166706698,0.0954554879633275,0.210488823008726,-4.94076954852989,"NIT2","NIT2"
"5362","Q9NQR7",-0.898031615720859,13.0412640208773,-4.65883994313488,0.000165884818535959,0.00392171971760203,0.946437178501252,"CCDC177","CCDC177"
"5363","Q9NQT4",-0.131051432103719,13.6585464090792,-0.423637492991062,0.676527421496855,0.790382753574963,-6.29646823998059,"EXOSC5","EXOSC5"
"5364","Q9NQT8",0.19721398461796,13.5864510173706,0.97923346641867,0.339022603475387,0.502249702445958,-5.91354809679931,"KIF13B","KIF13B"
"5365","Q9NQW6",0.400100263852705,14.1392459785475,1.00882963484729,0.324962878965217,0.487354094756188,-5.88496128025898,"ANLN","ANLN"
"5366","Q9NQW7",0.611575916328036,15.5614545284664,3.79728678991298,0.00111009882488674,0.0111680311197257,-0.884775320421735,NA,"XPNPEP1"
"5367","Q9NQX3",0.0564738864596084,14.7358228112932,0.458145821199298,0.651727426250745,0.771659783498561,-6.28474969094615,"GPHN","GPHN"
"5368","Q9NQX7",0.0879357337048052,13.9653836107031,0.413091314386785,0.684106091671906,0.797094268588372,-6.29437487399599,"ITM2C","ITM2C"
"5369","Q9NQY0",0.181473541537128,13.00841413676,0.718754723473154,0.481396900089174,0.631999236785151,-6.12565314448171,"BIN3","BIN3"
"5370","Q9NQZ5",0.0349056897746891,13.4205740324539,0.209105468115203,0.836455654234389,0.905295530723013,-6.3689974904074,"STARD7","STARD7"
"5371","Q9NR09",-0.587946262577489,12.5728904683566,-3.10030626177266,0.00558429264030386,0.0307096911769995,-2.4023324364424,"BIRC6","BIRC6"
"5372","Q9NR12",-1.05338482507254,13.3065434770081,-1.78158623732763,0.0924355507549756,0.205434446134309,-4.84751660413953,"PDLIM7","PDLIM7"
"5373","Q9NR19",-0.734489485269433,13.5644058794412,-2.16967300099852,0.0421013753081404,0.117678663654613,-4.23828158964296,"ACSS2","ACSS2"
"5374","Q9NR22",-0.786789402487919,14.068199410999,-3.35722976100226,0.00309641181621674,0.0208551386924095,-1.85151389232924,"PRMT8","PRMT8"
"5375","Q9NR28",0.163412121263852,12.878438084986,0.56376292990141,0.579426497440512,0.715361316553026,-6.22010272770001,"DIABLO","DIABLO"
"5376","Q9NR30",-0.362928694655437,12.7379519828758,-1.45235297380994,0.163385256662824,0.303632847215581,-5.31690065063515,"DDX21","DDX21"
"5377","Q9NR31",-0.573794363989016,15.6040376452644,-3.02122693298988,0.00668242770447414,0.0342192632489653,-2.56906580462507,"SAR1A","SAR1A"
"5378","Q9NR34",-0.0110009909778803,12.9363919306564,-0.055611857850012,0.956290273049523,0.976791218876772,-6.36913344933569,"MAN1C1","MAN1C1"
"5379","Q9NR45",-0.124731590464901,15.0808954826064,-0.592752168270977,0.559910767449378,0.699070206325629,-6.21358457901359,"NANS","NANS"
"5380","Q9NR46",-0.44418844597768,15.913896395599,-2.53654514334798,0.0195242178130747,0.0692232427785833,-3.55233417145633,"SH3GLB2","SH3GLB2"
"5381","Q9NR50",0.0145314130895358,13.0777345652671,0.0280546391389964,0.97794069223911,0.989927218128623,-6.38237056563155,"EIF2B3","EIF2B3"
