"logFC","AveExpr","t","P.Value","adj.P.Val","B","external_gene_name"
-0.323089332148193,17.2706580644324,-6.50576389390012,2.32091168441271e-05,0.000722339128856448,2.71082438177852,"GPD2"
0.65673171486508,15.0537228513089,6.48619717702715,2.39105820959049e-05,0.000738490192061308,2.68009933701571,"POLDIP3"
-0.641327145326009,14.5024378193865,-6.43724684242008,2.57655816119519e-05,0.000785847141389754,2.6029990582156,"DYNLT3"
0.482006241304326,14.7650843466367,6.43465954320376,2.5867772844516e-05,0.000785847141389754,2.59891452688081,"RP2"
-0.581310125842446,15.4956256902569,-6.43066037568746,2.60265736397002e-05,0.000785847141389754,2.59259925173367,"FSD1L"
-0.279556612184042,17.2800882234819,-6.40627911259595,2.70172989612004e-05,0.0008097184562742,2.55404908101682,"ARL8B"
-0.353161904188834,16.6840658463104,-6.37982241227687,2.81376492301771e-05,0.000837095064597768,2.51212291398681,"SLC7A1"
-0.350650291000537,16.1063540734686,-6.36836942175444,2.86377905379893e-05,0.000845755478224123,2.49394275550834,"NUP210"
-0.605682512755369,15.2837791345135,-6.32542019506239,3.0598708818232e-05,0.000897118665786716,2.42560209018174,"GNB4"
0.950258626116756,12.8940162925078,6.24419853546601,3.4705517923992e-05,0.00101020521957174,2.29565281451002,"FBXW9"
-0.379163828251013,18.9083664913672,-6.19194175166691,3.76527920534148e-05,0.00108816569034369,2.21155417742773,"DNM1"
-0.326335472920221,17.6442033602529,-6.15797910703524,3.97092058077705e-05,0.00113945706878184,2.15669058160377,"NNT"
-0.54131173513391,15.2245767897239,-6.12148480477239,4.20517370243957e-05,0.00119817836620215,2.09755609555658,"ABI2"
-0.362482012684648,16.3402871372279,-6.11520991501077,4.24690073036334e-05,0.00120160561923427,2.08736950022597,"KBTBD11"
-0.58658872821788,13.6541731701165,-6.0489582387701,4.71511529605055e-05,0.00132481642276531,1.97947854044756,"ABCA3"
0.46861797911674,13.9822671985468,6.03269947614489,4.83814984817275e-05,0.00134881481932603,1.95290659653552,"PNKP"
-0.400197277988092,15.6792908753794,-6.02892406714855,4.86720127586752e-05,0.00134881481932603,1.94673106009538,"RALGAPB"
-0.411791009097875,15.6628379094427,-6.02055574279982,4.93225300521058e-05,0.00135754392238653,1.93303561297214,"MVD"
0.733271110173044,14.2369268304153,6.0122384017791,4.99781816067219e-05,0.00136629542419457,1.91941383062971,"QSOX2"
0.700108073729719,14.3690542616955,5.99778148731459,5.11397929295873e-05,0.0013886684710947,1.89571373625216,"MMAB"
-0.328572392043608,17.3410055307064,-5.97241186769945,5.32476269817761e-05,0.00143626599178844,1.85405265829941,"PLPPR1"
-0.320463873838538,16.3163276259967,-5.93657459193877,5.63826652369466e-05,0.00149738462914929,1.79504763759054,"CYTH2"
-0.56508205969927,14.2836681125603,-5.93589977223701,5.64435327776381e-05,0.00149738462914929,1.7939348339851,"ACYP2"
0.439743891465847,15.0694935597427,5.93390582508093,5.66237884972422e-05,0.00149738462914929,1.79064636442189,"RPRD1A"
-0.369724839741902,17.782416096611,-5.92648516265859,5.7299978905733e-05,0.00150542671852335,1.77840310344764,"STX12"
0.381524461093143,16.8694746848557,5.9176923730532,5.81122397916923e-05,0.00151691691740121,1.76388596609728,"CPNE3"
-0.571341687934288,15.2944557305571,-5.90799212626494,5.90224336604726e-05,0.00153079978583508,1.74785798624477,"MYO1C"
-0.268495680844097,17.9787947486978,-5.88865538461997,6.08819819326578e-05,0.00156897133057028,1.71586792423165,"DTD1"
-0.231562952435667,20.4672244191448,-5.86521927046194,6.32188883022107e-05,0.00161888368399205,1.67702561970797,"SLC25A3"
-0.24783894959462,17.1998626468471,-5.83149377391613,6.67490836982751e-05,0.00169853328706428,1.62099478072017,"CASP3"
-0.33958510754978,18.1346361243516,-5.81572566291039,6.84703115815329e-05,0.00173144300411801,1.59474327774104,"PRKACB"
-0.940531804321298,12.8451919846289,-5.80850165048547,6.92744380229553e-05,0.00173521992130643,1.58270476674333,"RET"
0.720858922069784,14.2630272697723,5.80669211979555,6.9477416522897e-05,0.00173521992130643,1.57968811618987,"HEBP2"
0.614015518399501,13.8307574262303,5.7924709814582,7.10946063367233e-05,0.00176471642477535,1.55596424604036,"MAN2B1"
-0.256802167170484,19.1959600954273,-5.78461291454726,7.20051702115871e-05,0.00176636958891405,1.54284319039729,"RPS3A"
0.66461680710885,14.1067416950061,5.77862961004916,7.27067278350902e-05,0.00176636958891405,1.53284674049876,"TRMT6"
-0.250991501693949,19.2579021299623,-5.77686415673279,7.2915104569397e-05,0.00176636958891405,1.52989619919804,"RAB6A"
-0.260176085518008,17.3513421118618,-5.77326453055121,7.3341920222493e-05,0.00176636958891405,1.5238789183185,"PPP3CB"
0.438053459434943,15.9471248873592,5.77324648974861,7.334406597567e-05,0.00176636958891405,1.52384875602162,"TCEA1"
-0.360742416887692,16.229793635034,-5.75820995579992,7.51556959362694e-05,0.00179769348670818,1.49869346212561,"AGPS"
-0.307399465483453,17.5586138058636,-5.755123610243,7.55333397776545e-05,0.00179769348670818,1.49352626967487,"PPM1E"
0.349471955082144,15.9873990234722,5.7371466388489,7.77730790085815e-05,0.00184017472320889,1.4634026069168,"TFCP2"
-0.714405521131365,13.9378100920184,-5.72453283541043,7.93863034739891e-05,0.00186742432474279,1.44223898764965,"NRXN2"
-0.261132186346869,15.80943303053,-5.69145887556795,8.37858087004127e-05,0.00195952243931717,1.38664176323615,"SEC13"
-0.382487164449749,16.3569776402778,-5.68429531222827,8.47720891437905e-05,0.00197119467055044,1.37457977777828,"MBLAC2"
0.558567419318111,16.2042053332769,5.6278195802237,9.29888309049671e-05,0.00214095442844019,1.27923655791379,"APOOL"
0.446811518373963,16.2620012556531,5.626889326842,9.31309884838044e-05,0.00214095442844019,1.27766238712749,"APRT"
-0.374022531462566,15.4408344978808,-5.60870855137947,9.5955681210935e-05,0.00219342760553358,1.24687291325778,"SCN3A"
-0.583537367234278,17.3639269753258,-5.59373850254727,9.83491532564467e-05,0.0022256819698733,1.2214865527742,"DCTN1"
0.395735748102414,17.3669051827753,5.59301197764165,9.84668988154525e-05,0.0022256819698733,1.22025371676611,"HDGF"
0.753835233145585,13.940599847754,5.58430192736295,9.98901075262093e-05,0.00224530763917246,1.20546800812767,"PPP1R18"
0.854825254968159,12.9918499196093,5.58035318185328,0.000100542437526438,0.00224748454271805,1.19876138296189,"FKBP10"
-0.338790262336824,15.6715418172474,-5.57372062998199,0.000101648231287884,0.0022597183724768,1.18749168968638,"MACROD1"
-1.16256674911827,13.2815083497878,-5.68669057248727,0.000115794392908111,0.00250536959201185,1.17085572946802,"AKT3"
0.312776400487442,15.6170568192755,5.51118229781727,0.000112725724018155,0.00248168415481685,1.08093208305191,"COL6A1"
0.406507382588787,15.8087752729778,5.51046668986328,0.00011285958588391,0.00248168415481685,1.07970964449578,"TOR1AIP1"
-0.303859430618843,18.566795784345,-5.5006912794493,0.000114704997433829,0.00249588188658955,1.06300375765206,"ACOT7L"
-0.524186254395332,14.703500509636,-5.5005126692803,0.000114739009121517,0.00249588188658955,1.06269839642744,"ABLIM1"
0.394529931095105,14.4550372860457,5.48933286058643,0.000116889147035283,0.00251011319920506,1.04357612600754,"DCPS"
-0.405408726868817,15.0452171013922,-5.48745506987045,0.000117254422800236,0.00251011319920506,1.04036262116685,"PDE2A"
-0.492444414665167,15.9537910789257,-5.4483301923245,0.000125144296915183,0.00266491487009912,0.973297842747289,"SHOC2"
-1.05421972393457,16.4374573566407,-5.44115493420192,0.000126650775450023,0.00268287454173191,0.960975943829958,"SERINC1"
-0.324075023959363,17.6890332199734,-5.43702486625638,0.000127526527466826,0.0026873558860978,0.953880301547867,"SYP"
-0.76150958164032,14.0571102523957,-5.42469249839754,0.000130179567155926,0.00272165663764025,0.932678944842687,"PFKP"
0.895484336942969,14.771494340069,5.42322271931766,0.000130499601508208,0.00272165663764025,0.930150776897243,"ARMC10"
-0.498650287156785,18.7732307929517,-5.41628040890349,0.000132022447320168,0.00273929652234563,0.918205342355847,"CXADR"
-0.226928022103476,18.6528211386426,-5.40347896917832,0.000134879662827721,0.0027752631936268,0.89616113998996,"AP2B1"
0.564937228647052,14.1779700644337,5.40238093331985,0.000135127743238873,0.0027752631936268,0.894269278065201,"CHAMP1"
0.444720798658668,19.6633143377705,5.38889534690507,0.00013821392414586,0.0028243107934048,0.871020970343933,"PDIA6"
-0.305595463368103,18.7068559006121,-5.37836217490846,0.000140675870534827,0.00286017372956739,0.852845344993545,"PRKAR2B"
-0.306914567513942,19.4191206556647,-5.3352910787878,0.000151232039647106,0.00305942416206095,0.778368016987625,"PLD3"
-0.292460795624802,16.3679777800718,-5.3291558370866,0.000152802033642616,0.00306523697838133,0.767738846615259,"MYO1B"
0.407292025467303,15.4986457981451,5.32825275523845,0.000153034569854925,0.00306523697838133,0.766173851281709,"NAGLU"
0.310052961197982,16.4063785413607,5.31721711516994,0.00015590633170445,0.0031017619325236,0.747040820137392,"SELENOH"
0.685453086179846,15.2507725454653,5.31537431491356,0.000156391357942366,0.0031017619325236,0.743844278620579,"SMARCE1"
-0.404654830081851,14.6834191749516,-5.30651575299095,0.000158745126689865,0.0031180143890952,0.728471782820819,"RAF1"
-0.233277848423683,17.6532117232144,-5.30648974357802,0.000158752091980625,0.0031180143890952,0.728426632562243,"HACD3"
-0.254160907855308,19.2541438081303,-5.30322790787574,0.000159628153530928,0.00312007492360451,0.722763630827914,"RPL23"
-0.428104251882397,14.9948997520376,-5.29416159114135,0.000162089912504249,0.00314962433504899,0.70701578196332,"SORCS2"
-0.363140565237845,18.9413636450515,-5.2919484827978,0.00016269685764341,0.00314962433504899,0.703170032068869,"ATP6V1A"
-0.348788046693556,15.6877970162102,-5.27430733007959,0.000167620988778496,0.00322949771713235,0.672491430214115,"NUDT11"
-0.298025673106594,16.5846661075936,-5.25965984715423,0.000171828184759421,0.00329486651913089,0.646987497758019,"KRAS"
0.557936917171691,14.5738607366897,5.24821740290882,0.000175191751402287,0.00334351804798893,0.627044328436007,"CCDC124"
-0.272591758864856,16.6140907604142,-5.23312649692395,0.000179733668885433,0.00339291561619209,0.600715727011523,"QDPR"
-0.239830282102499,16.3101161696864,-5.23310140274373,0.000179741323435432,0.00339291561619209,0.600671920977706,"VANGL2"
0.32453414181445,16.1763687789751,5.22901654172581,0.000180991905850392,0.00339291561619209,0.593540014203579,"XPO7"
-0.339811404679883,16.1054483676925,-5.22855298917893,0.000181134397700814,0.00339291561619209,0.592730541964108,"TRMT10C"
-0.375412153962841,15.5403391750123,-5.20505687741965,0.000188513099929706,0.00351485715352807,0.551663712398062,"CHORDC1"
0.341372719257834,14.8937132487744,5.20141162097488,0.000189685778746444,0.0035204984440739,0.545285978833105,"APPL1"
-0.30899333995724,19.7971823421721,-5.19833918535253,0.000190680116016365,0.00352279337626581,0.539909097152299,"RAC1"
-0.229745458587747,19.2233203761175,-5.18913836995482,0.000193690582750037,0.00356214589912114,0.523799910395058,"RPL26L1"
-0.202061017857869,19.1898642986324,-5.17989734583225,0.000196764357366878,0.00360230131179362,0.507609167924143,"RPS4X"
0.929111168717499,13.4265228984554,5.17465939578643,0.000198529265749238,0.00361824058207846,0.498427056650544,"CYFIP1"
-0.356203783986317,16.3249449003728,-5.15985295871637,0.000203608487939997,0.00368149867043285,0.472452051900921,"RAB39B"
-0.537956086764051,14.4338376392003,-5.15924480934155,0.000203819995594898,0.00368149867043285,0.471384561690162,"BDH1"
